city,state_abbr,r_elec_class,r_gas_class,c_elec_class,c_gas_class,i_elec_class,i_gas_class
Perdido Beach,AL,1,1,0.0,0.0,0.0,0.0
Petrey,AL,1,1,0.0,0.0,0.0,0.0
Phenix City,AL,3,1,0.0,0.0,0.0,0.0
Phil Campbell,AL,1,1,0.0,0.0,0.0,0.0
Pickensville,AL,1,1,0.0,0.0,0.0,0.0
Piedmont,AL,1,1,0.0,0.0,0.0,0.0
Pike Road,AL,1,1,0.0,0.0,0.0,0.0
Pinckard,AL,1,1,0.0,0.0,0.0,0.0
Pine Apple,AL,1,1,0.0,0.0,0.0,0.0
Pine Hill,AL,1,1,0.0,0.0,0.0,0.0
Pine Ridge,AL,1,1,0.0,0.0,0.0,0.0
Pinson,AL,1,1,0.0,0.0,0.0,0.0
Pisgah,AL,1,1,0.0,0.0,0.0,0.0
Pleasant Grove,AL,2,1,0.0,0.0,0.0,0.0
Pleasant Groves,AL,1,1,0.0,0.0,0.0,0.0
Pollard,AL,1,1,0.0,0.0,0.0,0.0
Powell,AL,1,1,0.0,0.0,0.0,0.0
Prattville,AL,3,1,0.0,0.0,0.0,0.0
Priceville,AL,1,1,0.0,0.0,0.0,0.0
Prichard,AL,3,1,0.0,0.0,0.0,0.0
Providence,AL,1,1,0.0,0.0,0.0,0.0
Ragland,AL,1,1,0.0,0.0,0.0,0.0
Rainbow City,AL,2,1,0.0,0.0,0.0,0.0
Rainsville,AL,1,1,0.0,0.0,0.0,0.0
Ranburne,AL,1,1,0.0,0.0,0.0,0.0
Red Bay,AL,1,1,0.0,0.0,0.0,0.0
Red Level,AL,1,1,0.0,0.0,0.0,0.0
Reece City,AL,1,1,0.0,0.0,0.0,0.0
Reform,AL,1,1,0.0,0.0,0.0,0.0
Rehobeth,AL,1,1,0.0,0.0,0.0,0.0
Repton,AL,1,1,0.0,0.0,0.0,0.0
Ridgeville,AL,1,1,0.0,0.0,0.0,0.0
River Falls,AL,1,1,0.0,0.0,0.0,0.0
Riverside,AL,1,1,0.0,0.0,0.0,0.0
Riverview,AL,1,1,0.0,0.0,0.0,0.0
Roanoke,AL,1,1,0.0,0.0,0.0,0.0
Robertsdale,AL,1,1,0.0,0.0,0.0,0.0
Rockford,AL,1,1,0.0,0.0,0.0,0.0
Rogersville,AL,1,1,0.0,0.0,0.0,0.0
Rosa,AL,1,1,0.0,0.0,0.0,0.0
Russellville,AL,1,1,0.0,0.0,0.0,0.0
Rutledge,AL,1,1,0.0,0.0,0.0,0.0
Samson,AL,1,1,0.0,0.0,0.0,0.0
Sand Rock,AL,1,1,0.0,0.0,0.0,0.0
Sanford,AL,1,1,0.0,0.0,0.0,0.0
Saraland,AL,2,1,0.0,0.0,0.0,0.0
Sardis City,AL,1,1,0.0,0.0,0.0,0.0
Satsuma,AL,1,1,0.0,0.0,0.0,0.0
Scottsboro,AL,2,1,0.0,0.0,0.0,0.0
Section,AL,1,1,0.0,0.0,0.0,0.0
Selma,AL,3,1,0.0,0.0,0.0,0.0
Semmes,AL,1,1,0.0,0.0,0.0,0.0
Sheffield,AL,2,1,0.0,0.0,0.0,0.0
Shiloh,AL,1,1,0.0,0.0,0.0,0.0
Shorter,AL,1,1,0.0,0.0,0.0,0.0
Silas,AL,1,1,0.0,0.0,0.0,0.0
Silverhill,AL,1,1,0.0,0.0,0.0,0.0
Sipsey,AL,1,1,0.0,0.0,0.0,0.0
Skyline,AL,1,1,0.0,0.0,0.0,0.0
Slocomb,AL,1,1,0.0,0.0,0.0,0.0
Smiths Station,AL,1,1,0.0,0.0,0.0,0.0
Snead,AL,1,1,0.0,0.0,0.0,0.0
Somerville,AL,1,1,0.0,0.0,0.0,0.0
South Pittsburg,AL,1,1,0.0,0.0,0.0,0.0
South Vinemont,AL,1,1,0.0,0.0,0.0,0.0
Southside,AL,2,1,0.0,0.0,0.0,0.0
Spanish Fort,AL,1,1,0.0,0.0,0.0,0.0
Springville,AL,1,1,0.0,0.0,0.0,0.0
St. Florian,AL,1,1,0.0,0.0,0.0,0.0
St. Joseph,AL,1,1,0.0,0.0,0.0,0.0
Steele,AL,1,1,0.0,0.0,0.0,0.0
Stevenson,AL,1,1,0.0,0.0,0.0,0.0
Sulligent,AL,1,1,0.0,0.0,0.0,0.0
Sumiton,AL,1,1,0.0,0.0,0.0,0.0
Summerdale,AL,1,1,0.0,0.0,0.0,0.0
Susan Moore,AL,1,1,0.0,0.0,0.0,0.0
Sweet Water,AL,1,1,0.0,0.0,0.0,0.0
Sylacauga,AL,2,1,0.0,0.0,0.0,0.0
Sylvan Springs,AL,1,1,0.0,0.0,0.0,0.0
Sylvania,AL,1,1,0.0,0.0,0.0,0.0
Talladega,AL,2,1,0.0,0.0,0.0,0.0
Talladega Springs,AL,1,1,0.0,0.0,0.0,0.0
Tallassee,AL,1,1,0.0,0.0,0.0,0.0
Tarrant,AL,1,1,0.0,0.0,0.0,0.0
Taylor,AL,1,1,0.0,0.0,0.0,0.0
Thomaston,AL,1,1,0.0,0.0,0.0,0.0
Thomasville,AL,1,1,0.0,0.0,0.0,0.0
Thorsby,AL,1,1,0.0,0.0,0.0,0.0
Town Creek,AL,1,1,0.0,0.0,0.0,0.0
Toxey,AL,1,1,0.0,0.0,0.0,0.0
Trafford,AL,1,1,0.0,0.0,0.0,0.0
Triana,AL,1,1,0.0,0.0,0.0,0.0
Trinity,AL,1,1,0.0,0.0,0.0,0.0
Troy,AL,2,1,0.0,0.0,0.0,0.0
Trussville,AL,3,1,0.0,0.0,0.0,0.0
Tuscaloosa,AL,3,1,0.0,0.0,0.0,0.0
Tuscumbia,AL,2,1,0.0,0.0,0.0,0.0
Tuskegee,AL,1,1,0.0,0.0,0.0,0.0
Twin,AL,1,1,0.0,0.0,0.0,0.0
Union,AL,1,1,0.0,0.0,0.0,0.0
Union Grove,AL,1,1,0.0,0.0,0.0,0.0
Union Springs,AL,1,1,0.0,0.0,0.0,0.0
Uniontown,AL,1,1,0.0,0.0,0.0,0.0
Valley,AL,2,1,0.0,0.0,0.0,0.0
Valley Grande,AL,1,1,0.0,0.0,0.0,0.0
Valley Head,AL,1,1,0.0,0.0,0.0,0.0
Vance,AL,1,1,0.0,0.0,0.0,0.0
Vernon,AL,1,1,0.0,0.0,0.0,0.0
Vestavia Hills,AL,3,1,0.0,0.0,0.0,0.0
Vina,AL,1,1,0.0,0.0,0.0,0.0
Vincent,AL,1,1,0.0,0.0,0.0,0.0
Vredenburgh,AL,1,1,0.0,0.0,0.0,0.0
Wadley,AL,1,1,0.0,0.0,0.0,0.0
Waldo,AL,1,1,0.0,0.0,0.0,0.0
Walnut Grove,AL,1,1,0.0,0.0,0.0,0.0
Warrior,AL,1,1,0.0,0.0,0.0,0.0
Waterloo,AL,1,1,0.0,0.0,0.0,0.0
Waverly,AL,1,1,0.0,0.0,0.0,0.0
Weaver,AL,1,1,0.0,0.0,0.0,0.0
Webb,AL,1,1,0.0,0.0,0.0,0.0
Wedowee,AL,1,1,0.0,0.0,0.0,0.0
West Blocton,AL,1,1,0.0,0.0,0.0,0.0
West Jefferson,AL,1,1,0.0,0.0,0.0,0.0
West Point,AL,1,1,0.0,0.0,0.0,0.0
Westover,AL,1,1,0.0,0.0,0.0,0.0
Wetumpka,AL,1,1,0.0,0.0,0.0,0.0
White Hall,AL,1,1,0.0,0.0,0.0,0.0
Wilsonville,AL,1,1,0.0,0.0,0.0,0.0
Wilton,AL,1,1,0.0,0.0,0.0,0.0
Winfield,AL,1,1,0.0,0.0,0.0,0.0
Woodland,AL,1,1,0.0,0.0,0.0,0.0
Woodstock,AL,1,1,0.0,0.0,0.0,0.0
Woodville,AL,1,1,0.0,0.0,0.0,0.0
Yellow Bluff,AL,1,1,0.0,0.0,0.0,0.0
York,AL,1,1,0.0,0.0,0.0,0.0
Adona,AR,1,1,0.0,0.0,0.0,0.0
Alexander,AR,1,1,1.0,1.0,0.0,0.0
Alicia,AR,1,1,0.0,0.0,0.0,0.0
Allport,AR,1,1,0.0,0.0,0.0,0.0
Alma,AR,1,1,2.0,2.0,1.0,1.0
Almyra,AR,1,1,1.0,1.0,0.0,0.0
Alpena,AR,1,1,1.0,1.0,0.0,0.0
Altheimer,AR,1,1,1.0,1.0,0.0,0.0
Altus,AR,1,1,1.0,1.0,1.0,1.0
Amagon,AR,1,1,0.0,0.0,0.0,0.0
Amity,AR,1,1,1.0,1.0,0.0,0.0
Anthonyville,AR,1,1,0.0,0.0,0.0,0.0
Antoine,AR,1,1,1.0,1.0,1.0,1.0
Arkadelphia,AR,1,1,2.0,3.0,2.0,1.0
Arkansas City,AR,1,1,0.0,0.0,0.0,0.0
Arkoma,AR,1,1,1.0,1.0,1.0,1.0
Ash Flat,AR,1,1,2.0,1.0,0.0,0.0
Ashdown,AR,1,1,2.0,2.0,1.0,1.0
Atkins,AR,1,1,1.0,1.0,0.0,0.0
Aubrey,AR,1,1,0.0,0.0,0.0,0.0
Augusta,AR,1,1,1.0,1.0,0.0,0.0
Austin,AR,1,1,0.0,0.0,0.0,0.0
Avoca,AR,1,1,1.0,1.0,0.0,0.0
Bald Knob,AR,1,1,1.0,2.0,1.0,1.0
Banks,AR,1,1,1.0,1.0,0.0,0.0
Barling,AR,1,1,1.0,1.0,1.0,1.0
Bassett,AR,1,1,0.0,0.0,0.0,0.0
Batesville,AR,2,1,3.0,3.0,0.0,0.0
Bauxite,AR,1,1,1.0,1.0,1.0,3.0
Bay,AR,1,1,1.0,1.0,0.0,0.0
Bearden,AR,1,1,1.0,1.0,0.0,0.0
Beaver,AR,1,1,0.0,0.0,0.0,0.0
Beebe,AR,1,1,3.0,1.0,1.0,1.0
Beedeville,AR,1,1,0.0,0.0,0.0,0.0
Bella Vista,AR,3,1,2.0,1.0,1.0,1.0
Bellefonte,AR,1,1,0.0,0.0,0.0,0.0
Belleville,AR,1,1,1.0,1.0,0.0,0.0
Ben Lomond,AR,1,1,0.0,0.0,0.0,0.0
Benton,AR,3,1,1.0,1.0,2.0,2.0
Bentonville,AR,3,1,1.0,1.0,1.0,3.0
Bergman,AR,1,1,1.0,1.0,0.0,0.0
Berryville,AR,1,1,2.0,3.0,2.0,2.0
Bethel Heights,AR,1,1,1.0,1.0,1.0,1.0
Big Flat,AR,1,1,0.0,0.0,0.0,0.0
Bigelow,AR,1,1,0.0,0.0,0.0,0.0
Biggers,AR,1,1,0.0,0.0,0.0,0.0
Birdsong,AR,1,1,0.0,0.0,0.0,0.0
Black Oak,AR,1,1,1.0,1.0,0.0,0.0
Black Rock,AR,1,1,1.0,1.0,0.0,0.0
Black Springs,AR,1,1,0.0,0.0,0.0,0.0
Blevins,AR,1,1,1.0,1.0,0.0,0.0
Blue Eye,AR,1,1,0.0,0.0,0.0,0.0
Blue Mountain,AR,1,1,0.0,0.0,0.0,0.0
Bluff City,AR,1,1,3.0,3.0,0.0,0.0
Blytheville,AR,2,1,3.0,1.0,2.0,2.0
Bodcaw,AR,1,1,0.0,0.0,0.0,0.0
Bonanza,AR,1,1,1.0,1.0,0.0,0.0
Bono,AR,1,1,1.0,1.0,0.0,0.0
Booneville,AR,1,1,1.0,1.0,0.0,0.0
Bradford,AR,1,1,1.0,1.0,0.0,0.0
Bradley,AR,1,1,1.0,1.0,0.0,0.0
Branch,AR,1,1,1.0,1.0,0.0,0.0
Briarcliff,AR,1,1,0.0,0.0,0.0,0.0
Brinkley,AR,1,1,2.0,2.0,0.0,0.0
Brookland,AR,1,1,1.0,1.0,0.0,0.0
Bryant,AR,2,1,3.0,1.0,3.0,3.0
Buckner,AR,1,1,1.0,1.0,1.0,1.0
Bull Shoals,AR,1,1,1.0,1.0,1.0,1.0
Burdette,AR,1,1,0.0,0.0,0.0,0.0
Cabot,AR,3,1,1.0,1.0,2.0,2.0
Caddo Valley,AR,1,1,1.0,1.0,0.0,0.0
Caldwell,AR,1,1,1.0,1.0,0.0,0.0
Cale,AR,1,1,0.0,0.0,0.0,0.0
Calico Rock,AR,1,1,1.0,1.0,0.0,0.0
Calion,AR,1,1,1.0,1.0,0.0,0.0
Camden,AR,2,1,3.0,1.0,2.0,2.0
Cammack Village,AR,1,1,1.0,1.0,0.0,0.0
Campbell Station,AR,1,1,0.0,0.0,0.0,0.0
Caraway,AR,1,1,1.0,1.0,0.0,0.0
Carlisle,AR,1,1,1.0,1.0,0.0,0.0
Carthage,AR,1,1,0.0,0.0,1.0,1.0
Casa,AR,1,1,1.0,1.0,0.0,0.0
Cash,AR,1,1,1.0,1.0,0.0,0.0
Caulksville,AR,1,1,1.0,1.0,0.0,0.0
Cave City,AR,1,1,1.0,1.0,0.0,0.0
Cave Springs,AR,1,1,1.0,1.0,1.0,1.0
Cedarville,AR,1,1,1.0,1.0,0.0,0.0
Centerton,AR,2,1,2.0,1.0,1.0,1.0
Central City,AR,1,1,1.0,1.0,0.0,0.0
Charleston,AR,1,1,1.0,1.0,0.0,0.0
Cherokee Village,AR,1,1,1.0,1.0,0.0,0.0
Cherry Valley,AR,1,1,1.0,1.0,0.0,0.0
Chester,AR,1,1,0.0,0.0,0.0,0.0
Chidester,AR,1,1,1.0,1.0,0.0,0.0
Clarendon,AR,1,1,1.0,1.0,0.0,0.0
Clarkedale,AR,1,1,0.0,0.0,0.0,0.0
Clarksville,AR,1,1,3.0,2.0,2.0,2.0
Clinton,AR,1,1,2.0,2.0,0.0,0.0
Coal Hill,AR,1,1,1.0,1.0,0.0,0.0
College City,AR,1,1,1.0,1.0,0.0,0.0
Colt,AR,1,1,1.0,1.0,0.0,0.0
Concord,AR,1,1,0.0,0.0,0.0,0.0
Conway,AR,3,1,1.0,1.0,0.0,0.0
Corinth,AR,1,1,0.0,0.0,0.0,0.0
Corning,AR,1,1,1.0,1.0,0.0,0.0
Cotter,AR,1,1,1.0,1.0,1.0,1.0
Cotton Plant,AR,1,1,1.0,1.0,0.0,0.0
Cove,AR,1,1,1.0,1.0,0.0,0.0
Coy,AR,1,1,0.0,0.0,0.0,0.0
Crawfordsville,AR,1,1,0.0,0.0,0.0,0.0
Crossett,AR,1,1,2.0,2.0,0.0,0.0
Cushman,AR,1,1,1.0,1.0,0.0,0.0
Daisy,AR,1,1,1.0,1.0,0.0,0.0
Damascus,AR,1,1,1.0,1.0,0.0,0.0
Danville,AR,1,1,1.0,1.0,1.0,1.0
Dardanelle,AR,1,1,1.0,2.0,0.0,0.0
Datto,AR,1,1,0.0,0.0,0.0,0.0
De Queen,AR,1,1,2.0,2.0,0.0,0.0
De Valls Bluff,AR,1,1,1.0,1.0,0.0,0.0
DeWitt,AR,1,1,1.0,2.0,2.0,2.0
Decatur,AR,1,1,1.0,1.0,0.0,0.0
Delaplaine,AR,1,1,1.0,1.0,0.0,0.0
Delight,AR,1,1,1.0,1.0,0.0,0.0
Dell,AR,1,1,1.0,1.0,0.0,0.0
Denning,AR,1,1,0.0,0.0,0.0,0.0
Dermott,AR,1,1,1.0,1.0,0.0,0.0
Des Arc,AR,1,1,1.0,1.0,0.0,0.0
Diamond City,AR,1,1,1.0,1.0,0.0,0.0
Diaz,AR,1,1,1.0,1.0,0.0,0.0
Dierks,AR,1,1,1.0,1.0,0.0,0.0
Donaldson,AR,1,1,1.0,1.0,0.0,0.0
Dover,AR,1,1,1.0,1.0,0.0,0.0
Dumas,AR,1,1,2.0,2.0,1.0,1.0
Dyer,AR,1,1,1.0,1.0,0.0,0.0
Dyess,AR,1,1,1.0,1.0,0.0,0.0
Earle,AR,1,1,1.0,1.0,0.0,0.0
East Camden,AR,1,1,1.0,1.0,0.0,0.0
Edmondson,AR,1,1,1.0,1.0,0.0,0.0
Egypt,AR,1,1,0.0,0.0,0.0,0.0
El Dorado,AR,2,1,1.0,1.0,1.0,3.0
Elaine,AR,1,1,1.0,1.0,0.0,0.0
Elkins,AR,1,1,1.0,1.0,0.0,0.0
Elm Springs,AR,1,1,1.0,1.0,1.0,1.0
Emerson,AR,1,1,1.0,1.0,0.0,0.0
Emmet,AR,1,1,1.0,1.0,0.0,0.0
England,AR,1,1,1.0,2.0,2.0,2.0
Enola,AR,1,1,0.0,0.0,0.0,0.0
Etowah,AR,1,1,1.0,1.0,0.0,0.0
Eudora,AR,1,1,1.0,1.0,1.0,1.0
Eureka Springs,AR,1,1,3.0,1.0,1.0,1.0
Evening Shade,AR,1,1,1.0,1.0,0.0,0.0
Everton,AR,1,1,0.0,0.0,0.0,0.0
Fairfield Bay,AR,1,1,1.0,1.0,1.0,1.0
Fargo,AR,1,1,0.0,0.0,0.0,0.0
Farmington,AR,1,1,1.0,2.0,1.0,1.0
Fayetteville,AR,3,3,1.0,1.0,1.0,1.0
Felsenthal,AR,1,1,0.0,0.0,0.0,0.0
Fifty-Six,AR,1,1,1.0,1.0,0.0,0.0
Fisher,AR,1,1,0.0,0.0,0.0,0.0
Flippin,AR,1,1,1.0,2.0,0.0,0.0
Fordyce,AR,1,1,2.0,2.0,2.0,2.0
Foreman,AR,1,1,1.0,1.0,0.0,0.0
Forrest City,AR,2,1,3.0,1.0,2.0,1.0
Fort Smith,AR,3,3,1.0,1.0,1.0,1.0
Fouke,AR,1,1,1.0,1.0,0.0,0.0
Fountain Hill,AR,1,1,1.0,1.0,0.0,0.0
Fountain Lake,AR,1,1,1.0,1.0,0.0,0.0
Fourche,AR,1,1,0.0,0.0,0.0,0.0
Franklin,AR,1,1,3.0,2.0,0.0,0.0
Fredonia (Biscoe),AR,1,1,1.0,1.0,0.0,0.0
Friendship,AR,1,1,0.0,0.0,0.0,0.0
Fulton,AR,1,1,1.0,1.0,0.0,0.0
Garfield,AR,1,1,1.0,1.0,0.0,0.0
Garland,AR,1,1,1.0,1.0,0.0,0.0
Garner,AR,1,1,0.0,0.0,0.0,0.0
Gassville,AR,1,1,1.0,1.0,1.0,1.0
Gateway,AR,1,1,1.0,1.0,0.0,0.0
Gentry,AR,1,1,1.0,1.0,0.0,0.0
Georgetown,AR,1,1,0.0,0.0,0.0,0.0
Gilbert,AR,1,1,1.0,1.0,0.0,0.0
Gillett,AR,1,1,1.0,1.0,0.0,0.0
Gillham,AR,1,1,1.0,1.0,0.0,0.0
Gilmore,AR,1,1,0.0,0.0,0.0,0.0
Glenwood,AR,1,1,1.0,2.0,1.0,1.0
Goshen,AR,1,1,1.0,1.0,0.0,0.0
Gosnell,AR,1,1,1.0,1.0,0.0,0.0
Gould,AR,1,1,0.0,0.0,0.0,0.0
Grady,AR,1,1,1.0,1.0,0.0,0.0
Grannis,AR,1,1,1.0,1.0,0.0,0.0
Gravette,AR,1,1,1.0,1.0,1.0,1.0
Green Forest,AR,1,1,1.0,1.0,2.0,2.0
Greenbrier,AR,1,1,1.0,2.0,1.0,1.0
Greenland,AR,1,1,1.0,1.0,0.0,0.0
Greenville,AR,3,1,0.0,0.0,0.0,0.0
Greenway,AR,1,1,0.0,0.0,0.0,0.0
Greenwood,AR,1,1,2.0,1.0,1.0,1.0
Greers Ferry,AR,1,1,1.0,1.0,0.0,0.0
Griffithville,AR,1,1,1.0,1.0,0.0,0.0
Grubbs,AR,1,1,0.0,0.0,0.0,0.0
Guion,AR,1,1,0.0,0.0,0.0,0.0
Gum Springs,AR,1,1,0.0,0.0,0.0,0.0
Gurdon,AR,1,1,1.0,1.0,0.0,0.0
Guy,AR,1,1,1.0,1.0,1.0,1.0
Hackett,AR,1,1,1.0,1.0,0.0,0.0
Hamburg,AR,1,1,1.0,2.0,2.0,2.0
Hampton,AR,1,1,1.0,1.0,1.0,1.0
Hardy,AR,1,1,1.0,1.0,0.0,0.0
Harrell,AR,1,1,0.0,0.0,0.0,0.0
Harrisburg,AR,1,1,1.0,1.0,0.0,0.0
Harrison,AR,2,1,1.0,1.0,2.0,2.0
Hartford,AR,1,1,1.0,1.0,0.0,0.0
Hartman,AR,1,1,0.0,0.0,0.0,0.0
Haskell,AR,1,1,1.0,1.0,0.0,0.0
Hatfield,AR,1,1,1.0,1.0,1.0,1.0
Havana,AR,1,1,0.0,0.0,0.0,0.0
Haynes,AR,1,1,0.0,0.0,0.0,0.0
Hazen,AR,1,1,1.0,1.0,0.0,0.0
Heber Springs,AR,1,1,2.0,3.0,1.0,1.0
Hector,AR,1,1,1.0,1.0,0.0,0.0
Helena-West Helena,AR,2,1,2.0,3.0,1.0,1.0
Hermitage,AR,1,1,1.0,1.0,0.0,0.0
Hickory Ridge,AR,1,1,1.0,1.0,0.0,0.0
Higden,AR,1,1,0.0,0.0,0.0,0.0
Higginson,AR,1,1,0.0,0.0,0.0,0.0
Highfill,AR,1,1,1.0,1.0,0.0,0.0
Highland,AR,1,1,1.0,1.0,1.0,1.0
Hindsville,AR,1,1,1.0,1.0,0.0,0.0
Holland,AR,1,1,0.0,0.0,0.0,0.0
Holly Grove,AR,1,1,1.0,1.0,0.0,0.0
Hope,AR,1,1,0.0,0.0,2.0,2.0
Horatio,AR,1,1,1.0,1.0,0.0,0.0
Horseshoe Bend,AR,1,1,1.0,1.0,1.0,1.0
Horseshoe Lake,AR,1,1,0.0,0.0,0.0,0.0
Hot Springs,AR,3,1,1.0,1.0,1.0,1.0
Houston,AR,1,1,1.0,1.0,0.0,0.0
Hoxie,AR,1,1,1.0,1.0,0.0,0.0
Hughes,AR,1,1,1.0,1.0,0.0,0.0
Humnoke,AR,1,1,0.0,0.0,0.0,0.0
Humphrey,AR,1,1,1.0,1.0,0.0,0.0
Hunter,AR,1,1,1.0,1.0,0.0,0.0
Huntington,AR,1,1,0.0,0.0,0.0,0.0
Huntsville,AR,1,1,1.0,1.0,0.0,0.0
Huttig,AR,1,1,1.0,1.0,0.0,0.0
Ida,AR,1,1,1.0,1.0,0.0,0.0
Imboden,AR,1,1,1.0,1.0,0.0,0.0
Jacksonport,AR,1,1,0.0,0.0,0.0,0.0
Jacksonville,AR,3,1,1.0,1.0,0.0,0.0
Jasper,AR,1,1,1.0,1.0,1.0,1.0
Jennette,AR,1,1,0.0,0.0,0.0,0.0
Jericho,AR,1,1,0.0,0.0,0.0,0.0
Jerome,AR,1,1,0.0,0.0,0.0,0.0
Johnson,AR,1,1,0.0,0.0,0.0,0.0
Joiner,AR,1,1,0.0,0.0,0.0,0.0
Jonesboro,AR,3,2,1.0,1.0,1.0,1.0
Judsonia,AR,1,1,1.0,1.0,0.0,0.0
Junction City,AR,1,1,1.0,1.0,0.0,0.0
Keiser,AR,1,1,1.0,1.0,0.0,0.0
Kensett,AR,1,1,1.0,1.0,1.0,1.0
Keo,AR,1,1,1.0,1.0,0.0,0.0
Kibler,AR,1,1,1.0,1.0,0.0,0.0
Kilbourne,AR,1,1,1.0,1.0,0.0,0.0
Kingsland,AR,1,1,1.0,1.0,0.0,0.0
Knobel,AR,1,1,1.0,1.0,0.0,0.0
Knoxville,AR,1,1,1.0,1.0,1.0,1.0
LaGrange,AR,1,1,0.0,0.0,0.0,0.0
Lafe,AR,1,1,0.0,0.0,0.0,0.0
Lake City,AR,1,1,1.0,1.0,1.0,1.0
Lake View,AR,1,1,0.0,0.0,0.0,0.0
Lake Village,AR,1,1,0.0,0.0,0.0,0.0
Lakeview,AR,1,1,1.0,1.0,0.0,0.0
Lamar,AR,1,1,1.0,1.0,0.0,0.0
Lavaca,AR,1,1,1.0,1.0,1.0,1.0
Leachville,AR,1,1,1.0,1.0,0.0,0.0
Lead Hill,AR,1,1,0.0,0.0,0.0,0.0
Leola,AR,1,1,0.0,0.0,0.0,0.0
Lepanto,AR,1,1,1.0,1.0,0.0,0.0
Leslie,AR,1,1,1.0,1.0,0.0,0.0
Letona,AR,1,1,0.0,0.0,0.0,0.0
Lewisville,AR,1,1,1.0,1.0,0.0,0.0
Lexa,AR,1,1,0.0,0.0,0.0,0.0
Lincoln,AR,1,1,1.0,1.0,0.0,0.0
Little Flock,AR,1,1,1.0,1.0,1.0,1.0
Little Rock,AR,3,3,1.0,1.0,1.0,1.0
Lockesburg,AR,1,1,1.0,1.0,0.0,0.0
London,AR,1,1,1.0,1.0,0.0,0.0
Lonoke,AR,1,1,2.0,3.0,2.0,1.0
Lonsdale,AR,1,1,0.0,0.0,0.0,0.0
Louann,AR,1,1,0.0,0.0,0.0,0.0
Lowell,AR,1,1,2.0,1.0,1.0,1.0
Luxora,AR,1,1,1.0,1.0,0.0,0.0
Lynn,AR,1,1,1.0,1.0,1.0,1.0
Madison,AR,1,1,1.0,1.0,0.0,0.0
Magazine,AR,1,1,1.0,1.0,0.0,0.0
Magness,AR,1,1,1.0,1.0,0.0,0.0
Magnet Cove,AR,1,1,0.0,0.0,0.0,0.0
Magnolia,AR,2,1,3.0,1.0,0.0,0.0
Malvern,AR,1,1,2.0,3.0,2.0,2.0
Mammoth Spring,AR,1,1,1.0,1.0,0.0,0.0
Manila,AR,1,1,1.0,1.0,0.0,0.0
Mansfield,AR,1,1,1.0,1.0,0.0,0.0
Marianna,AR,1,1,1.0,2.0,0.0,0.0
Marie,AR,1,1,0.0,0.0,0.0,0.0
Marion,AR,2,1,2.0,2.0,1.0,1.0
Marked Tree,AR,1,1,1.0,2.0,1.0,1.0
Marmaduke,AR,1,1,1.0,1.0,1.0,1.0
Marshall,AR,1,1,1.0,1.0,1.0,1.0
Marvell,AR,1,1,1.0,1.0,0.0,0.0
Maumelle,AR,2,1,3.0,1.0,3.0,2.0
Mayflower,AR,1,1,1.0,1.0,2.0,2.0
Maynard,AR,1,1,1.0,1.0,0.0,0.0
McCaskill,AR,1,1,0.0,0.0,0.0,0.0
McCrory,AR,1,1,1.0,1.0,0.0,0.0
McDougal,AR,1,1,0.0,0.0,0.0,0.0
McGehee,AR,1,1,2.0,2.0,1.0,1.0
McNab,AR,1,1,0.0,0.0,0.0,0.0
McNeil,AR,1,1,1.0,1.0,0.0,0.0
McRae,AR,1,1,0.0,0.0,0.0,0.0
Melbourne,AR,1,1,2.0,1.0,1.0,1.0
Memphis,AR,3,3,1.0,1.0,1.0,1.0
Mena,AR,1,1,2.0,3.0,1.0,1.0
Menifee,AR,1,1,1.0,1.0,0.0,0.0
Midland,AR,1,1,0.0,0.0,0.0,0.0
Midway,AR,1,1,0.0,0.0,0.0,0.0
Mineral Springs,AR,1,1,1.0,1.0,0.0,0.0
Minturn,AR,1,1,0.0,0.0,0.0,0.0
Mitchellville,AR,1,1,1.0,1.0,0.0,0.0
Moffett,AR,1,1,1.0,1.0,0.0,0.0
Monette,AR,1,1,1.0,1.0,0.0,0.0
Monticello,AR,1,1,3.0,1.0,1.0,1.0
Montrose,AR,1,1,0.0,0.0,0.0,0.0
Moorefield,AR,1,1,1.0,1.0,0.0,0.0
Moro,AR,1,1,0.0,0.0,0.0,0.0
Morrilton,AR,1,1,2.0,3.0,3.0,3.0
Morrison Bluff,AR,1,1,0.0,0.0,0.0,0.0
Mount Ida,AR,1,1,0.0,0.0,0.0,0.0
Mount Pleasant,AR,1,1,1.0,1.0,0.0,0.0
Mount Vernon,AR,1,1,0.0,0.0,0.0,0.0
Mountain Home,AR,2,1,0.0,0.0,2.0,2.0
Mountain Pine,AR,1,1,1.0,1.0,0.0,0.0
Mountain View,AR,1,1,2.0,1.0,1.0,1.0
Mountainburg,AR,1,1,1.0,1.0,0.0,0.0
Mulberry,AR,1,1,1.0,1.0,1.0,1.0
Murfreesboro,AR,1,1,1.0,1.0,0.0,0.0
Nashville,AR,1,1,2.0,2.0,1.0,3.0
Newark,AR,1,1,1.0,1.0,0.0,0.0
Newport,AR,1,1,2.0,3.0,2.0,2.0
Nimmons,AR,1,1,0.0,0.0,0.0,0.0
Norfork,AR,1,1,1.0,1.0,1.0,1.0
Norman,AR,1,1,1.0,1.0,0.0,0.0
Norphlet,AR,1,1,1.0,1.0,0.0,0.0
North Little Rock,AR,3,2,1.0,1.0,1.0,1.0
O'Kean,AR,1,1,0.0,0.0,0.0,0.0
